[train]
7JYX_3 1O65_1 6KYF_1 5HKO_1 5L8V_1 3TZT_1 4OZ7_1 5YIP_2 4ES7_1 1TA9_1 
2BP3_2 3GJ9_2 6MRT_1 6NAL_1 5W4C_1 6ECU_1 5Y79_1 2HZM_1 3UTF_1 4JWU_2 
6B48_4 5A7Y_1 2JOT_1 3RIQ_1 3S1T_2 7E5W_1 2YHG_1 4LDA_1 2XF5_1 4Z8Q_2 
6B8A_1 2PUZ_1 3N7P_1 5EF4_1 3OSS_2 4EZO_2 1DVA_2 6WZN_1 2V9E_1 1TVD_1 
1VJB_1 4LC1_1 3BGD_1 3LB9_1 4FQN_1 4OM3_1 3FJU_2 6FMB_1 7LNT_1 6U3I_2 
1Q7H_1 5VJ7_2 3U31_1 4NDV_1 6AF0_3 5ZI1_1 6MRQ_2 2JLC_1 6THQ_1 2X7H_1 
3EAY_1 1P9H_1 7ASD_1 5A4A_1 2G83_1 1GPM_1 5C1B_2 5V8W_1 3Q3J_2 1PR9_1 
5XOI_1 3RBY_1 6VME_2 7AZB_1 6H24_1 1YN9_1 2I1Y_1 7W5B_18 2PBL_1 6OV7_2 
6E2Q_2 5AA6_1 6SV1_1 5DOK_1 5Z06_1 5O8X_1 5OMS_1 1TQH_1 7T29_1 5F47_1 
5V6T_1 2KC8_1 3CAB_1 3QP9_1 3BHN_1 1AXC_2 4AT2_1 4DI8_1 3HJZ_1 4CBI_1 
3FBQ_1 4IOP_2 6TJU_1 2ZWS_1 2XIT_1 7D3D_2 5NMU_1 4QPK_1 5LDA_1 3GWN_1 
3KFO_1 5W0B_1 5T51_2 7EBD_1 6SQC_2 4FCU_1 3A44_1 6F74_1 4WYT_1 3OBV_2 
7BI2_1 4C7U_1 1L3W_1 6MHM_2 3RBG_1 3HIN_1 4OFI_1 5E16_1 4KBE_1 2H6L_1 
4JOJ_2 2P82_1 1QDB_1 4RK0_1 1DV8_1 3C5N_1 4XBU_2 4IIP_1 1XKI_1 6VH9_1 
3CQ3_1 6XRX_1 6FKT_1 2HCJ_1 5TT0_1 4M4W_2 3D6I_1 6QG8_2 5VYR_1 7EHG_1 
4C18_1 1GZ2_1 1X75_1 5FJE_1 3B0U_2 2INV_1 6EZ1_1 3QY3_1 2BWE_2 4CZD_2 
3N90_1 6DJ3_1 2OCZ_1 6OHJ_1 3MTK_1 7FE4_1 5Y6P_7 7O6J_2 5E9J_1 5JD6_1 
5E0Z_1 3CTD_1 4HST_2 6U1P_1 6V7K_2 4RUW_1 6JC7_1 4K90_2 6VQV_1 4HMY_5 
1WVT_1 4UY3_1 3WIW_1 5BRM_2 1AM2_1 6W78_1 1WYD_1 4YZQ_1 3PCT_1 7REO_1 
2FQY_1 3AB6_1 4FLN_3 3PL1_1 3DZD_1 2EQ9_2 2C57_1 4Q2J_1 7PCR_1 4WVS_1 
3LNB_1 2Z0T_1 7EXW_1 2IU5_1 7A7E_1 2LT2_1 5HHE_1 5XL9_1 3Q2I_1 5XLY_2 
3CQY_1 6MJ1_1 2G3A_1 4C2L_1 3F4F_1 6SLI_2 6K2D_1 2DK3_1 2NT2_1 5GJM_1 
3E9M_1 7DQX_3 6TNJ_1 6FKK_1 3IAM_6 3VPC_1 4QS5_1 6FBS_2 2PN1_1 6TJ2_1 
2EO5_1 2KH2_2 6POP_1 1H0X_1 6KUE_1 6OGM_1 5JI5_1 4NL9_2 4OPM_1 5UMW_1 
3OZQ_1 1NTY_1 2FO7_1 1K2W_1 4N9F_1 4OZX_1 4WYQ_2 3ZMO_1 5JNP_1 2FFB_1 
5UX2_1 3EW3_2 3EC8_1 2IGS_1 3E7N_1 7API_2 5GGP_1 2W7Y_1 5BNI_1 6J6T_1 
7R71_1 5G3Q_1 4HN9_1 6IZJ_1 5F8X_2 3C85_1 6VQP_2 7YWG_1 1DM0_1 4HZB_1 
4CRY_1 7JHX_2 1HXI_1 5HEC_1 2DKQ_1 4YB9_1 6BDN_1 7ESR_1 2C1W_1 4AN3_1 
3FPN_2 2P1Y_1 1NIW_2 1RPQ_1 3H3G_2 5ITG_1 7C7R_1 6LG3_1 2HO1_1 7C72_1 
2DYO_1 6FEJ_1 7OQ1_1 4DYL_1 6M92_3 6UAG_1 7JWF_1 6ERD_2 7VPN_1 4B0T_1 
5IH2_2 5AIM_1 4QK0_1 6J61_1 3IB8_1 6V1I_1 5FIE_1 4W50_2 4EG9_1 1UD0_1 
3TQY_1 6MBE_2 3WXY_1 3LW5_13 5CE6_1 4ERV_1 3BRU_1 3MBJ_1 5MPY_1 2IIZ_1 
4A1O_1 2CXH_1 6MM2_1 4P99_1 5A8J_1 6WQB_1 4K3H_1 4HAD_1 3P0L_1 5JPD_1 
1DJ9_1 6S99_1 1H4J_2 6XAW_2 3Q58_1 3ZGL_1 3RTK_1 1OV8_1 3B12_1 6UB8_1 
6Y9K_1 1SC5_1 7BU0_1 3JTN_1 3D36_1 1OZB_2 7EL3_1 3F79_1 7NSW_1 6KG9_1 
7M4R_1 6ZMJ_1 3QR2_1 1QJ5_1 1RMD_1 6G70_1 6A8Q_1 5IXI_2 4IV3_2 3OUW_2 
1FG9_2 6V3Q_1 5UD8_1 2DS5_1 4QUU_2 6VDA_1 4L3P_1 1L9G_1 2CH6_1 3AG7_1 
3ATP_1 6C3R_1 5ZJ0_1 6O3W_2 4D82_1 4ZGF_1 4HS8_1 5YIF_1 6JDE_1 1U0O_3 
2YGM_1 4J8S_2 6G4H_1 4KDX_1 3LM3_1 2K1S_1 4G0O_1 3TPL_1 6KO5_1 6HSO_2 
6Q4X_1 6K2C_1 8A4C_2 3IC5_1 2GLZ_1 7DMO_1 1O51_1 6GQ4_1 1U6H_1 3EZK_1 
3EHR_1 3IVF_1 6S1R_2 2VQC_1 5U51_1 6EI0_1 6FZW_1 1X9Z_1 3L8M_1 1M5Y_1 
2V51_2 5FD5_1 3UL4_1 3H35_1 3QQM_1 2B3A_1 4HUZ_1 1LJM_1 4ZVD_1 4Q15_1 
5KEV_1 2OT8_2 7JH5_1 4UT1_1 5VBA_1 6OWD_1 6HL2_1 5NR1_1 4R3D_1 6VWU_1 
2O9Q_2 7LJ2_1 6DT3_1 3RL3_1 2B0A_1 5IXT_2 4PW5_1 5JKF_1 4HDJ_1 3KRE_1 
2FKJ_1 2EAQ_1 1ONF_1 2ZMF_1 5FP1_1 1F9M_1 3MDP_1 3LP5_1 5CEM_1 5ITE_1 
4NDW_1 5CXB_2 6HR5_1 4G1G_1 4Z3W_2 4XIJ_1 6NYO_1 1XKV_1 4Q29_1 5IDU_1 
3FI7_1 4ZU1_2 2EEJ_1 3MUU_1 3SN5_1 4HP2_1 2JK9_2 2NLR_1 4A69_2 3C9C_2 
1OYZ_1 4HGO_1 2JF9_2 3LRH_2 4QJA_2 6SHU_1 3ETV_1 3INB_2 3UKM_1 5YY9_2 
7CYL_2 3R0X_1 7JHK_1 4OEN_1 3ZIP_2 3ACP_1 6J0G_1 7C37_1 5CES_1 4TMD_1 
4RSW_1 3G74_1 3MIL_1 5MYO_3 2VIF_1 1S2J_1 6K2L_1 6NID_1 1I51_1 5AZS_1 
5KNM_3 3IHU_1 5LI2_2 1G2Z_1 4KAY_1 6SY1_1 4Q68_1 5JOU_1 5HO0_1 2W9J_1 
7TRB_1 2WUQ_1 3MK8_2 5ZTB_1 6W3D_1 7EVS_1 6A4L_1 3J0H_1 4JG5_1 7FH0_2 
3ZOK_1 3U5R_1 3L6V_1 2D7I_1 7QQN_2 6PPN_5 3DL3_1 4DSH_1 6I3G_1 7ESI_2 
3ZIL_1 4NTM_1 6JJJ_1 5GM0_1 6WPY_1 3I6C_1 5LM5_1 6EER_1 3VJZ_1 3BJA_1 
4HG3_1 4YTP_2 3M4G_1 5E2W_3 4CZ6_1 6JFV_1 7PPO_1 2R70_1 4BXI_1 2QY6_1 
6X9N_1 3U4A_1 2ZMC_1 3AQG_1 3LMF_1 6H4L_1 5XAQ_1 4BEA_2 4DWH_2 3UQ4_1 
6TTK_1 1YAF_1 2X4D_1 5XOZ_1 5ZJI_2 7TRV_1 1PGW_1 3SZQ_1 3PHL_1 7R24_1 
1THG_1 4LAD_2 4N5X_1 5L19_1 3V42_1 1JGT_1 3HFH_1 5WUC_1 2PK8_1 3NQN_1 
3OTN_1 5B5U_2 2PL5_1 3VRI_3 4PC0_2 1TR0_1 7CT5_2 5BSV_1 1ZJC_1 4PKY_2 
6SNZ_1 5GZX_1 2OAJ_1 5F74_2 2LAN_1 6KK9_1 6OCX_2 5T2X_1 4XQ0_1 3VA2_1 
7NWZ_2 1WLJ_1 6FNO_2 6TUS_1 5Y14_2 4UYZ_2 6LOS_2 6S5H_1 6UZ1_4 4GM6_1 
2ILU_1 6JPM_1 3B8F_1 2ID1_1 3HRZ_3 7ANB_1 3WZ0_2 5AWU_2 4ANJ_1 4HS2_1 
5LSF_3 5LOR_1 3SVM_2 2OXO_1 4TUJ_3 3GW6_1 3D34_1 6KA3_1 5WTP_1 5AXG_1 
6MIM_2 5Z51_1 7OVW_1 5TEE_1 5D9S_3 4PDC_2 6SR6_2 5D1F_1 6EIZ_1 1I7X_2 
7R3B_1 7M2K_1 3Q35_2 2WIW_1 6NCH_1 6P8V_1 3BER_1 5XIU_1 3H9P_1 1NKZ_1 
1BP3_1 4OGA_5 7M6B_1 7NP2_2 5H28_1 6QVI_1 4BKU_1 1T9H_1 4YOK_1 4L01_1 
4Z1R_1 7M6U_1 4YSB_1 2IWG_2 2AOH_2 7RE4_1 4H0S_1 3BS5_1 5I23_1 3F8U_2 
4ZBP_1 3IWT_1 3KZH_1 2Q3W_1 2KRM_1 6CZW_2 5X8Q_2 6LN0_1 1ZD0_1 6KOI_1 
6ZLX_1 1GHA_2 7A9H_1 6E0X_1 3QPB_1 3TB6_1 6TO9_1 7OJE_1 6QMM_2 3QBZ_1 
5UG6_1 1QBQ_1 7BRC_1 4FGV_1 5T3T_1 6GK6_1 4QH0_1 5M41_1 5OJ8_1 6G8W_1 
6WG5_1 5I7N_1 6RW7_1 6CTH_1 4JDE_1 2ESB_1 6LPH_1 4TW5_1 6OFU_1 4JJQ_2 
2HOE_1 7A4Y_3 4UZC_1 2NVU_2 5KNH_2 5MK9_1 5N6C_1 1DK4_1 2ATP_2 6MOL_1 
7NNT_3 7N51_1 1MRU_1 6VAN_1 6I3Y_2 2KT6_1 6D8K_1 6P7R_1 6QPW_3 6LI3_1 
4NB1_1 6QZV_1 2EWO_1 4FL4_2 2YPJ_1 1PJ5_1 2KG7_1 4MUD_1 3HE3_1 3CTW_1 
6BYC_1 6L82_2 7AX7_1 6X0L_1 5WB1_1 4Y3O_2 6CJ7_1 4GQM_1 4P1N_1 5YPR_2 
6OHA_1 5CAX_1 5LQD_1 1UW4_1 2XCR_1 6K7V_1 1WV8_1 3V4G_1 7PKN_5 1ET0_1 
1CI0_1 5X6U_5 5O3P_1 6IRU_1 6LX0_1 5LDD_2 7P9M_1 5H2W_2 1NOG_1 3KLN_1 
5CU1_1 4I6X_1 2HCM_1 5ME5_2 1F02_2 5UIQ_1 5QU2_2 5DGG_1 5C8P_1 7EVR_2 
3KZ5_1 3TWD_1 2IPK_3 6MOO_1 1ZX3_1 3QZL_1 4PDY_1 4BVY_1 3RXZ_1 3M6J_1 
3ZVZ_1 5OKL_1 4HH8_1 7PHX_3 3MWE_2 4M92_2 6TJD_1 6S65_1 6EX9_2 4F67_1 
2VG9_1 4ZN3_1 2PX0_1 3GPI_1 2FOR_1 3BHQ_1 6IQJ_2 5L1X_1 2ASS_2 2BJF_1 
7OB8_2 6JAL_1 1Q42_1 6JWJ_1 2B8I_1 4CC3_2 5AL6_1 6KRN_1 1SGM_1 6LQL_1 
3KHE_1 4MT4_1 2ZUW_1 3UBH_1 3LY5_1 6P0G_1 5EO9_1 7DGQ_20 7RGE_1 1XDK_2 
4PL8_2 5JH5_3 7NS3_6 1N0R_1 2XQX_1 8D0K_4 2CU2_1 5H5R_1 3PNT_2 7ULM_1 
4B8E_1 6SIG_1 2V9V_1 5X55_1 5IXC_1 4DH2_1 4BWN_1 4B0E_1 1ZKI_1 1N0W_2 
6KTO_2 6M7Y_2 3NWR_1 1NF2_1 4P6Z_1 4AJA_1 5FFQ_1 4GL8_1 6OAW_1 5JEK_2 
3CRN_1 3R0S_1 3NEV_1 6JUL_1 3ISX_1 3C9J_1 7VLM_1 5AVW_3 4KBX_1 2Y9Y_1 
2WAU_1 1EJH_2 5YO2_1 3ZIX_1 2PLD_1 2C1D_2 4IBN_1 2PQ7_1 3LGA_1 2IA1_1 
4XXH_1 7TBU_1 6NOB_1 4L9E_1 7OBT_2 6H5L_1 1DM8_1 6GEH_1 5W1A_2 4R2F_1 
3WDR_1 4O0L_1 5IE2_1 7DVN_1 2W4Z_1 5OY5_1 5E3X_1 5UFK_1 6R2Q_2 6XMD_1 
3IG2_1 3M97_1 3MTW_1 3L4E_1 4DYW_1 5UEI_1 5V5O_2 7SNF_1 4ZOS_1 3JS6_1 
2BHS_1 5WKN_2 2GPJ_1 4P1E_1 5CPL_1 4DRW_2 1DEU_1 6NEP_1 1SRB_1 6Y3R_2 
6OIL_1 7L6G_1 4BEM_2 5JPW_1 4HFV_1 6DQI_1 7T8O_1 4TTL_1 6U7F_2 7EJS_1 
3HZH_1 6ET6_1 3QTG_1 2PPQ_1 5YWR_2 5F2N_1 3PGD_3 6C72_1 3QUW_1 5LOI_1 
2EJA_1 3P42_1 4MJ4_1 6TYK_1 5FMV_1 4XGC_1 3OC7_1 1UJC_1 5XT2_1 5UQO_1 
2HZM_2 5XOC_2 6GAP_1 4GIP_1 4C3Z_1 5A99_1 6MUP_8 4K7K_1 3QNM_1 2YUV_1 
4MPT_1 6OD1_2 3LLX_1 1YX2_1 4R7E_1 4Q3L_1 7VLJ_2 2XS6_1 5F59_1 6A45_1 
3M1A_1 5W1D_1 6NBR_1 4FIS_1 2OYA_1 3VKP_1 6FU9_1 2QVG_1 4RBN_1 1DT4_1 
4WRU_1 5ZM2_1 4IQ0_1 4CSB_1 3MCE_1 4CML_1 2FK9_1 3OSV_1 6TKU_1 2CP7_1 
6NYP_2 2IFG_2 7SWH_1 5I2Q_1 2ZXJ_1 1H21_1 7BLY_1 4K72_2 1KYV_1 4RR5_1 
4QRI_1 4HTJ_1 3CDG_3 5JA1_2 2QC7_1 3TFM_1 1T5Z_2 5APT_1 6J8Y_2 7KOM_1 
3RSC_1 7DEB_1 5DN8_1 7KH0_4 5HYC_2 4DQJ_1 6BOX_1 1M64_1 1PQ1_2 4DDD_1 
3FGR_1 2ZF4_1 5YIX_1 3ZSU_1 5NBT_1 1UJP_1 6U8M_2 5ZR6_1 4XHT_1 5L8I_1 
7PR9_1 3W5K_2 6W5Q_1 7KM3_1 3PQH_1 6YJ1_1 4L3O_2 3J9S_1 5FOY_2 1EHY_1 
2YSU_2 5JP6_1 5HMO_1 3AYR_1 2D1G_1 6T6P_1 2QS8_1 5T5I_2 7DV7_1 7DEI_1 
1XDS_1 2WOB_1 1TZ7_1 4NNZ_1 5M43_1 7VG9_1 4DXR_2 6IN7_1 2IF7_1 5NXF_1 
4NHY_1 5Z62_10 2ILV_1 5MOL_1 4K22_1 1DW0_1 6GNE_1 5Y6G_1 5OCX_3 2OWH_1 
4JXH_1 8DCL_1 5UHJ_1 6K6R_1 5HJ0_1 5FJQ_1 4W8I_1 5NL6_1 7A0K_1 3M7G_1 
6CP9_1 2RN4_1 2B4V_1 3CLJ_1 2L5L_1 1T3E_2 5WNI_1 4H8V_1 5MKP_1 6P59_1 
4GRC_1 3WIM_2 4V1S_1 6PAL_1 5L2P_1 6F7H_1 4FIU_1 5MJ4_3 6G6X_2 1Q44_1 
6FC2_2 6ID6_1 2Y0N_2 3HDF_1 3TEI_2 2X4J_1 2MQN_1 6LKG_2 3WY9_2 4EBG_1 
3FXD_2 5KWN_2 1IHN_1 4GX2_1 4M1D_3 6SJ5_2 3D3H_1 3IIW_2 6U3O_5 4EQ7_1 
2FPH_1 3PUF_2 3RMG_1 4Q69_1 1ZAK_1 3H3P_3 6NJQ_1 4LQB_1 6RXB_2 5NJX_2 
1XRJ_1 4LIV_1 5E6V_1 2D2X_1 5ZUT_1 3OMT_1 1ZPV_1 5WJ7_1 7KKF_1 7VYK_5 
6CPI_1 6JW6_1 5N5F_1 4JO9_1 3EVT_1 2O8P_1 1VKW_1 2A8Y_1 5KOM_1 7BJS_1 
2F2L_1 3TM7_2 2A0I_2 4M1P_1 3TLD_1 3ZHM_1 1GVN_2 2DQW_1 1SMR_1 4CB9_1 
2PLG_1 3ZYG_1 2PYY_1 2ZVL_2 1T8Y_1 4LJ4_1 3Q3W_1 4V00_1 7JTU_1 7EX2_1 
5YKO_1 5UQD_1 6MRK_2 6XZ4_1 5BKB_1 6IJC_1 3M1U_1 6L2M_1 7THW_1 3OR5_1 
5TFQ_1 3S6L_1 5Y97_2 3OWT_1 2EIX_1 6GSN_21 6DG4_1 5IB0_1 1Y98_2 4KRT_1 
1P9I_1 7D1X_1 3LHH_1 4MLS_2 5F69_1 4MON_1 6WG1_3 1RJM_1 5Z9R_1 4WLI_1 
5ES5_1 6MUJ_1 7SA7_1 1ZJ6_1 5E72_1 1CG8_1 4CWE_1 2I1J_1 2Z31_5 5KO0_1 
4ZY8_1 1MPR_1 7VBF_1 2XS8_1 7BI7_1 3CVZ_1 5M36_2 6NRZ_1 4WP4_1 4C4V_1 
3CLO_1 5ZUV_1 4B6C_1 2HUH_1 2FUP_1 2CWQ_1 1R8G_1 2UYJ_1 5UA0_1 6FES_1 
7BQU_1 1Q3M_1 1O1X_1 5D6S_1 4HWB_1 4N0V_1 3VT8_2 7KW0_1 2MHR_1 7F27_1 
7C6D_1 4QJ9_2 3PFE_1 6NZD_7 3UV0_1 3OPY_3 3WTD_1 5WNO_1 5FTY_1 1M8A_1 
5HVZ_1 5XMM_2 5OF2_1 7O5U_2 4G71_2 6JR6_1 6FX6_1 3ZL7_2 4OBV_1 3D7Q_1 
3B0D_1 3OBT_1 5UJU_1 2BKQ_1 6QZJ_1 4NS5_1 3IO0_1 3FVZ_1 5FCG_2 5C79_1 
2X06_1 5EWT_1 5IRR_1 3AQ0_1 4B9A_1 5CE7_1 2J6Y_1 4R7R_1 3EEH_1 1UJK_2 
5IR0_1 4KJM_1 5T1G_2 2ZRQ_1 5EFY_1 5WZN_1 3HYV_1 6J66_1 3K0Z_1 6Q67_2 
5LXZ_1 2GFO_1 2NV5_1 4X38_1 3M9G_1 3QQC_3 7NVK_1 6L9W_1 6DR3_1 3BMB_1 
6EPI_1 5ONC_1 1URJ_1 6Q99_1 5Z66_1 3I4S_1 3MQ4_1 6Z5U_4 4B97_1 6IUI_2 
5MAL_1 4Q0N_1 6YIA_2 3KIJ_1 2ZG1_1 5ZYP_1 3V7N_1 5C7F_2 7M7A_1 7BR2_1 
3LST_1 3E6M_1 6SKU_1 4RHP_1 3JU3_1 1G8T_1 5O1O_1 5E6Q_2 3IHL_1 4JPN_1 
6POO_1 5BWL_1 2YV5_1 1JMU_3 1ZMO_1 5K4H_1 5ABJ_3 6ORK_1 4J2J_2 6RN5_1 
2FCR_1 3I3F_1 3TJ5_2 5N9J_2 1P5T_1 6C48_2 5U4S_1 2W58_1 2BZ8_2 6ESL_1 
1QX7_2 5G2P_1 5MMS_1 7BYV_1 1I8O_1 6TQR_2 5VLL_2 5N6R_1 2NZW_1 5VTE_1 
4XEM_1 6ZH1_1 7KNF_2 4U6Y_3 3U2G_1 7TRE_4 5H9D_1 5E13_1 6IUJ_1 4YTE_1 
1WNR_1 6AF0_1 4GH9_1 4XJQ_1 6HFB_1 3JUK_1 5W0R_1 3C6C_1 6KRK_1 3HNQ_1 
5YDA_1 2HYX_1 3EUL_1 3QJK_1 6BZ3_2 3FEA_2 5LQ5_1 3H2Z_1 6CHI_1 4IBP_1 
4JVT_1 3J96_3 5DOI_2 6N2H_1 5C2K_1 6BMN_1 3NE7_1 6QK4_1 6C90_1 3P9H_2 
4DDO_1 2IC6_1 4X8W_2 5IYV_2 3FRK_1 4FPW_1 1ZI0_1 3KHY_1 5DXG_2 3ESM_1 
1YVB_2 5X1U_1 6CPL_1 6EJW_1 4GZA_3 1JFL_1 4XS0_3 4WVY_2 3BJ6_1 2PEF_1 
3M8J_1 1ZLP_1 1XQB_1 4C1S_1 3ZSF_1 5H7C_1 2B78_1 5E9A_1 2HXB_1 5GRO_1 
3COJ_1 4WTW_1 5GV0_1 3GIR_1 5OK6_1 7OHR_39 1SJJ_1 6GCA_1 5KBL_1 3OYV_1 
4R81_1 3ZMZ_2 5Y7W_2 4PWV_1 5IPW_1 3PVL_1 6G9E_1 2Y36_3 2EIH_1 1YP0_2 
5XG2_1 7COL_1 1NZY_1 4YB4_1 3CQR_1 6YJD_1 2PQA_2 3SKP_1 7RBW_1 4LZG_1 
1F8F_1 3H3Z_1 1MN3_1 6NTP_1 2XXN_2 6EUI_1 5ZK9_2 3T38_1 7JJL_1 1RJ1_1 
6H5L_2 6Y8Q_1 6NXF_2 5MSM_2 7O54_2 4RRU_1 3ADJ_1 4LM7_1 4K08_1 5ZW0_1 
1SXQ_3 6H0F_3 2BL0_1 6CZO_2 2Q35_1 1W8A_1 4U6U_1 5ZK7_2 3I7K_2 6TUG_1 
6ZSH_2 5TXE_2 1A6R_1 1YLN_1 2O4T_1 3NYW_1 6X4T_1 3GDI_1 6OPJ_2 4QAN_1 
1FKM_1 4PRH_3 7P2Y_7 6QPR_1 2Q0Z_1 4EPF_1 1JER_1 5OF4_4 2CJZ_1 7C5Y_1 
6WS1_1 6G24_1 4GW5_3 7O5A_2 2F6A_1 5WUS_1 7KWB_1 5HR5_1 5ID2_1 3PGG_1 
2EIJ_2 6MHE_2 3MAF_1 6VLW_3 2X45_1 4QY8_3 4JQX_3 3OA7_1 3BZV_1 1BQ0_1 
3VYR_2 5E0S_1 3T61_1 4XWH_1 6D33_1 4BPY_1 2WFV_2 6BIY_3 2JGB_1 2GA1_1 
1SI8_1 4EMK_1 4F3F_3 5H8T_1 6OV6_1 6G2N_1 5UXG_1 5FBY_2 6OSX_1 4KQT_1 
4Z1Z_1 5AFO_1 5WYO_1 6GKW_1 4R42_1 3MB8_1 3ERM_1 1Z0X_1 3NQP_1 5V4A_1 
5YHX_1 3DNH_1 5GI5_1 3GZL_1 1DAJ_1 5MKU_2 5B48_1 1YB5_1 5SWA_1 4PW3_1 
5J1B_1 4C7M_1 6TUD_1 2F5Y_1 3DC7_1 5CIR_2 3O53_1 3VX8_1 4GLJ_1 5IM5_2 
4INA_1 2Y1N_2 6BRG_1 6A37_1 1QZM_1 7DA6_1 5XJH_1 6EU4_1 1GP7_1 2BL1_1 
5GPJ_1 5AFW_2 2EH8_3 3U7D_2 5TWK_1 3NO4_1 5UC8_1 4PDE_1 2QZI_1 4YH5_1 
7C41_2 3V6B_1 4O7J_1 2Q8R_1 5DF6_1 7JYA_2 7EI1_1 6BN1_1 4P0Z_1 4RAA_1 
1PQW_1 6SOZ_1 5LB8_1 2X72_2 7EKB_3 7DEX_1 2EMT_2 7K32_1 3LZ8_1 3H4X_1 
5XRW_2 2EP5_1 5OLJ_1 3HJ9_1 5YZ4_1 4QCJ_1 2A2M_1 4DZ4_1 3BCG_1 7CFG_1 
1YGY_1 3WMD_1 3MJ9_1 4OTK_1 6BCU_5 4M70_2 6QIN_1 6XLP_1 4V3G_1 3G5T_1 
7F8B_1 6IQX_1 6Q3Q_1 4GT8_1 5VZU_3 3QXB_1 2J7I_2 5YRT_3 3C3R_1 4QSE_1 
6GL6_1 6S7Y_1 3R18_1 3G6I_1 6A73_1 7ML9_1 5XE7_1 1HI9_1 4PYU_2 4MJD_1 
3DTN_1 3OQV_1 1Z21_1 2I39_1 1LC8_1 3K3D_1 1PRZ_1 5CVC_1 4G7W_1 6BHR_1 
3WCA_1 1Q6X_1 4M8I_1 2ZOT_1 4W9M_3 2CVL_1 1F2N_1 7DDA_1 5L74_1 1ZRI_1 
4MOS_1 5E53_1 7EDR_1 6ZDX_2 4EKN_1 2FFI_1 3FAX_1 6U72_2 7ET5_1 7F18_1 
4D8B_1 6SY9_1 4H0N_1 4WMQ_1 3PLA_3 7VPF_1 5OJJ_1 6UD7_4 3LH4_1 2AZ4_1 
4FI5_1 5V6I_1 6FND_4 1ZYB_1 5N6Y_3 3DI2_2 6J56_2 4HYC_1 7PF7_1 3ZWZ_2 
6KM7_1 5ANP_1 1OXB_2 2O60_2 6IL7_1 6U9J_1 6EQN_1 6N2E_1 6ZUS_1 5X9W_1 
3W2C_1 3TUO_1 2B9D_1 6GYG_1 5LNC_1 3AFL_1 6AX7_1 3MCS_1 5K21_1 2A6V_1 
4NIC_1 4Z14_1 3V94_1 4QNE_1 3ALU_1 2XBT_1 5JY5_1 3A03_1 4Y7P_1 6Y1S_1 
6DCS_1 3MX7_1 2FM8_2 5O51_1 4ES4_1 3KVN_1 2FCW_2 2VSX_1 4JRB_1 7CLY_1 
4Q6B_1 1QSV_1 3KRM_1 7EZY_1 6YWN_1 1UPQ_1 6W09_2 6OVM_2 4DOK_1 6LKX_1 
1MOJ_1 3UMI_1 4X3G_2 1VPV_1 6QJ4_1 4A8A_1 5HPY_1 6DX3_1 2VAW_1 2LQM_1 
5O0Y_1 2W48_1 7AOC_2 1P22_1 4W8K_1 3BJE_1 5Z6E_1 2CZR_1 4CKC_2 2W21_1 
5C11_2 6RYB_3 1YOC_1 6EPC_9 3OF7_1 4WZZ_1 3S25_1 1WOR_1 4LKX_3 4CZ1_1 
4OY5_1 3HAX_1 7N8K_1 6U4Y_1 1HQT_1 1M2X_1 6MW7_1 5KJ5_1 3OH1_1 7OKU_1 
4PAW_1 6QDS_2 1UJ4_1 3NRE_1 6Q8N_1 6F09_2 2R9I_1 3HF7_1 5JEN_1 5ZV3_1 
7D9B_1 5XFA_3 3V10_1 6QB7_1 1CSB_2 4FS8_1 3BV8_1 2N2N_1 4IFF_1 3BJO_1 
4NQW_1 2PYW_1 5JXT_1 3HHY_1 3LXU_1 5OKD_9 1XT5_1 5MP4_1 6D51_1 4Y2W_1 
3PYA_1 2XHA_1 2QX7_1 3AMJ_1 4Z0X_3 7CH3_1 7BM4_1 6OYC_1 6GY6_1 3HK0_1 
4IU6_1 3VH5_4 2P2T_2 4QRM_2 5GTU_2 6GFC_1 4D1Y_1 3GGD_1 4R8I_1 4DBH_1 
7AEW_2 7AG4_1 2OZJ_1 7BWM_1 3P12_1 4EAJ_1 3SM3_1 6IFC_2 4X93_1 3RA3_2 
3RJT_1 4IOB_1 7MZO_1 6AE2_1 1Q5N_1 3CZ8_1 1SFC_1 1NQ7_1 4DS2_1 3BE4_1 
1XL3_1 4ROU_1 7LJO_1 3C4T_1 6WFX_3 3C8I_1 6WGE_3 3BES_2 7THV_5 5DLL_1 
6KI1_1 5O0Z_1 2A1Y_1 6K5P_1 5MUZ_1 5H05_1 4EUY_1 6N4C_1 5A0P_1 5FU7_2 
3PT3_1 5H2G_1 3S7I_1 6L06_2 4HTG_1 3EII_1 2AFR_1 5LYW_1 2WTK_1 3OZX_1 
6TG7_1 7C23_1 3QY7_1 3HDG_1 2YJN_1 5OL7_1 1U9K_1 7JR5_1 1WHO_1 3L4N_1 
1OMI_1 3LVQ_1 3AFK_1 3TL1_1 6URA_1 5J96_3 6XOK_1 3NH6_1 2C2C_1 5GV1_1 
6MJ8_2 6O09_2 1NYE_1 3L4G_1 2RF4_2 4D2L_2 3SNS_1 4Y4Q_1 6A51_1 2LYK_1 
4JYJ_1 3EAQ_1 7OAA_1 3RY7_1 5GQT_1 7BKH_2 4IF4_1 2R05_2 6EA3_2 6LVJ_1 
